Genre,Name,Author,Lvl.nov,Lvl.adv,Lvl.exh,Lvl.inf/grv/hvn/vid/xcd/mxm
"SDVX 오리지널","#SpeedyCats","RoughSketch a.k.a. uno(IOSYS)",6,13,16,18
"SDVX 오리지널","TWO-TORIAL","BEMANI Sound Team "PHQUASE vs DJ TOTTO"",7,14,17,19
"SDVX 오리지널","Hug!! Vs. Hug!!","はるなば",6,13,16,18
"SDVX 오리지널","BEAST BASS BOMB","Hommarju",6,11,15,18
"SDVX 오리지널","Far Away","lapix",5,12,14,17
"SDVX 오리지널","闇夜に舞うは紅の華","TAKU1175",5,12,15,17
"SDVX 오리지널","GERBERA","BEMANI Sound Team "TAG"",6,12,16,18
"FLOOR","It's a new day!","パピ子りんft.ビタミンな兄貴♂＆ゆずり",4,7,12,16
"FLOOR","HP:1","Verdammt",6,12,15,18
"FLOOR","゜*。Chantilly Fille。*°","Ange;art",5,11,14,16
"FLOOR","春時雨","まし",4,9,13,16
"FLOOR","Fairy in Strasbourg","Laur",3,8,13,16
"FLOOR","Poppin’Cats!!","やどりぎ",5,11,15,17
"SDVX 오리지널","炎夏の音","Vocal by 駄々子",5,10,14,17
"SDVX 오리지널","狂騒こども節","Vocal by かなたん",4,11,14,16
"SDVX 오리지널","新米天使のメランコリー","Vocal by 荒巻",5,10,13,16
"SDVX 오리지널","地球防衛乙女パンナコッター","Vocal by はるの",3,8,12,16
"SDVX 오리지널","テレポーテーションでやってきた彼とのその後の顛末","Vocal by 藍月なくる",4,9,12,16
"SDVX 오리지널","ペタ靴と憂夜リムーバー","Vocal by ＯＲＩ姫",5,11,14,17
"ひなビタ♪/バンめし♪","キリステゴメン","東雲夏陽",5,11,14,16
"ひなビタ♪/バンめし♪","シノビシノノメ","東雲心菜",4,10,13,16
"ひなビタ♪/バンめし♪","銃弾は解を撃ち抜いて","日向美ビタースイーツ♪",5,10,14,17
"ひなビタ♪/バンめし♪","Drizzly Venom","日向美ビタースイーツ♪",5,9,13,17
"ひなビタ♪/バンめし♪","ナイト・オブ・ロンド","日向美ビタースイーツ♪",3,10,13,15
"FLOOR","couleur automnes de chocolat","Citrus and Ocean Colour",4,10,14,16
"FLOOR","Ghost Trigger","u-z feat.CHERICa",6,12,15,18
"FLOOR","Sadistic Stabbing","ぬゆりとびす",5,11,14,17
"BEMANI","Time to Air (jazz it up style)","borzy",4,10,14,16
"동방 어레인지","チルノのパーフェクトさんすう教室　⑨周年バージョン","IOSYSと愉快な⑨周年フレンズ",5,11,13,16
"FLOOR","444","ZYTOKINE feat. aki",5,11,14,17
"BEMANI","waxing and wanding(SS Remix)","しま兄",4,9,13,16
"FLOOR","WONDER_WOBBLER","brz",5,9,14,17
"BEMANI","Glitter Flatter Scatter","Project B-",6,13,16,18
"동방 어레인지","Claidheamh Soluis-光の剣- feat.はるの","猫大樹",4,8,13,16
"동방 어레인지","のぼれ八坂坂！","ビートまりおとARM",4,10,15,18
"FLOOR","Apocrypha","お月さま交響曲",5,10,14,17
"FLOOR","Grand-Guignol","モリモリあつし",6,12,15,18
"FLOOR","獅子奮迅","a_hisa vs KV.S&はらたま",5,11,15,17
"FLOOR","Spirit of the Beast","ikaruga_nex fw.tcheb",6,13,16,18
"FLOOR","Fáfnir","Aoi Sumito a.k.a. あおいひと",5,11,15,17
"BEMANI","Concertino in Blue","佐々木博史",6,12,15,18
"SDVX 오리지널","ULTiMATE INFLATiON","cosMo＠暴走Genocider",6,13,16,18
"SDVX 오리지널","神獄烙桜","かゆき",6,13,16,18
"SDVX 오리지널","Juggler's Maddness","Lite Show Magic",6,13,16,18
"SDVX 오리지널","Staring at star","MisoilePunch♪ ～タケノコ添え～",6,14,17,19
"SDVX 오리지널","セイレーン ～悲壮の竪琴～","ぺのれり",6,14,17,19
"SDVX 오리지널","Dyscontrolled Galaxy","かめりあ",6,14,17,19
"SDVX 오리지널","Deadly force","Noah",6,14,17,19
"SDVX 오리지널","FIN4LE ～終止線の彼方へ～","カモメサノエレクトリックオーケストラ",7,15,18,20
"SDVX 오리지널","WHITEOUT","かねこちはる",7,15,18,20
"SDVX 오리지널","Mirrorwall","BlackY",6,13,16,18
"BEMANI","Theme of Ricerca","HuΣeR feat.ゆきまめ",6,11,15,18
"FLOOR","Game Over","Ancraft",5,11,14,17
"FLOOR","JUNKIE FLAVOR","yaseta + Hidra-Xjeil",6,12,16,18
"FLOOR","dreamin' of u","Jun Kuroda",5,10,13,16
"FLOOR","rhythmology study","古屋直雪",5,11,14,17
"FLOOR","Legendary Road","kanone",6,13,16,18
"동방 어레인지","SACRIFICE feat. ayame","Alstroemeria Records",5,11,14,18
"동방 어레인지","廃獄ドリームランド","SOUND HOLIC feat. Nana Takahashi",4,10,14,17
"동방 어레인지","Burn everything","LiLA'c Records",2,8,13,16
"동방 어레인지","冒涜的選択のアレグリア ft. Mayumi Morinaga","Iceon(Frost Fragment)",3,7,13,15
"동방 어레인지","Root Consciousness","溝口ゆうま feat.大瀬良あい vs. QURELESS",3,10,13,16
"FLOOR","オンディーヌの泪","かねこちはる",6,11,14,17
"FLOOR","ゴーストマスコット","はるなば feat.みかん汁",4,10,13,16
"FLOOR","Gorgetech","Shiron",5,12,15,18
"동방 어레인지","少女救世論","暁Records",3,7,12,16
"FLOOR","SprrRush!!","MisoilePunch♪ feat.KIRARI",5,9,12,15
"동방 어레인지","つるぺったん","Silver Forest feat. くろねこ アキ さきち カガリ",4,10,13,16
"FLOOR","ぱあ","立秋 feat.ちょこ",4,9,13,16
"동방 어레인지","I feel something for you","556ミリメートル",2,7,12,15
"동방 어레인지","FIRE IN MY HEART","Spacelectro",2,8,13,18
"동방 어레인지","幽玄の桜","音召缶 feat.Renna",5,10,14,17
"동방 어레인지","雷鼓サンダービート","ARM(IOSYS) feat.ビートまりお(COOL&CREATE)",5,11,15,18
"동방 어레인지","Regretful Flower","Amateras Records feat.築山さえ",4,11,14,16
"동방 어레인지","私とあなたのMYOURENJI☆","歌恋人",3,7,12,16
"FLOOR","Vigor","Yooh",5,11,14,17
"FLOOR","The Golden Era","polysha",6,11,15,18
"BEMANI","405nm(Shu※mix)","Shu※",6,10,14,17
"BEMANI","Mind Mapping(ag Remix)","ag",4,9,13,16
"ひなビタ♪/バンめし♪","恋とキングコング","日向美ビタースイーツ♪",3,8,12,15
"동방 어레인지","Technical Master","天音 (Rolling Contact)",4,8,14,17
"동방 어레인지","Dystopia","DiGiTAL WiNG feat.花たん/YURiCa",2,7,12,15
"동방 어레인지","トーホータノシ (feat. 抹)","魂音泉",5,10,14,16
"동방 어레인지","NEWBORN CRYING","ZYTOKINE feat. nachi",3,9,12,16
"동방 어레인지","物凄いスペースシャトルでこいしが物凄いうた","Halozy feat. ななひら",5,11,15,17
"동방 어레인지","Crystallize Forest","奏瀬いちこ feat.Silver Forest",3,8,11,15
"FLOOR","Gaze ft. 紫崎 雪","Omnis",5,10,12,15
"FLOOR","Junk Mania","udouddo&VALLEYSTONE",5,11,15,17
"BEMANI","雪月花 (Shiron & Sound Artz Remix)","Shiron vs. Sound Artz",4,9,14,16
"BEMANI","Narcissus At Oasis (Freezer Remix)","Freezer",5,10,14,16
"BEMANI","We Go Down","DJ Genki feat. SHIN from HYPERNOVA With 三代",6,11,15,18
"FLOOR","Inscape","technoplanet",6,11,14,17
"FLOOR","VAMPIRE","nyankobrq",4,8,12,16
"FLOOR","クリスタルミサイル","フーリンキャットマーク～with 鳴紗",3,7,11,14
"FLOOR","Smoked Turkey Rag","a_hisa",4,9,12,17
"FLOOR","Cepheus","しらこいし",4,12,15,18
"FLOOR","FLOOR INFECTION Medley from SOUND VOLTEX×jubeat","United Composers from SOUND VOLTEX",6,13,17,18
"FLOOR","湖底遺跡のヴィダー・ハル","borzy & 結月そら",4,8,12,15
"FLOOR","sink into the dream","uma",4,10,14,17
"BEMANI","Genesis At Oasis (Hirayasu Matsudo Remix)","Hirayasu Matsudo",5,10,12,16
"BEMANI","POLICY BREAK Medley from SOUND VOLTEX×jubeat","United Composers from jubeat",5,12,16,18
"BEMANI","Line 4 Ruin -kohumix-","こふ",5,11,14,17
"ひなビタ♪/バンめし♪","ナナイロライト","ここなつ",3,7,12,15
"FLOOR","iLLness LiLin","かねこちはる",7,15,17,20
"FLOOR","ΩVERSOUL","BlackY",6,13,16,18
"FLOOR","Gamerz FestivaL","うさぎ愛好会(cosMo×syuri22)",6,13,16,18
"FLOOR","Sailing Force","ぺのれり",7,14,17,19
"FLOOR","超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで","かめりあ feat. ななひら",8,15,17,18
"BEMANI","Rebellio","MAX MAXIMIZER VS DJ TOTTO",7,13,17,18
"BEMANI","恋歌疾風！かるたクイーンいろは","ねこまんまチーム！",5,12,15,18
"FLOOR","Carry Me Away","lapix",5,11,14,17
"BEMANI","壊Rave*it!! 壊Rave*it!!","LeaF",6,13,15,18
"FLOOR","SO FLY ME TO YOU","ローゼライト powered by mu-ray",3,7,11,15
"BEMANI","Narcissus At Oasis -影虎。 style-","影虎。",5,10,13,16
"BEMANI","Boss Rush","USAO",6,12,15,18
"BEMANI","If","Pa's Lam System",5,11,14,17
"FLOOR","infinite:youniverse","かゆき",6,11,14,17
"FLOOR","Immortal saga","Noah",6,13,16,19
"FLOOR","Fin.ArcDeaR","MisoilePunch♪ ～タケノコ添え～",6,14,18,19
"FLOOR","HE4VEN ～天国へようこそ～","カモメサノエレクトリックオーケストラ",7,15,17,20
"FLOOR","Make Magic","Lite Show Magic",6,13,16,18
"동방 어레인지","盗宝","猫大樹",3,10,13,16
"동방 어레인지","刃の如く ft. ネコメアリ","Iceon(Frost Fragment)",3,8,12,15
"ひなビタ♪/バンめし♪","デュアルメモリ","ここなつ",3,9,14,17
"BEMANI","Engraved Mark-Gow's ill! RMX-","Gowrock",6,10,13,16
"BEMANI","Sakura Mirage -Drum'n World-","Kairys",5,10,14,17
"FLOOR","準備運動","すのうまん",6,13,15,18
"FLOOR","fancy cake!!","あるふぁ",5,9,12,16
"BEMANI","Rebuilding of Paradise Lost","Laur",5,12,14,17
"FLOOR","黎明スケッチブック","アメツチ絵日記",5,11,14,17
"FLOOR","ドリームエンド・サバイバー","ぽんきち",6,13,16,18
"FLOOR","キュリオシティ","庭師",6,12,15,18
"FLOOR","Noisy Minority","DJ Grimoire",6,12,16,18
"BEMANI","3y3s (JMBS FUNKOT RMX)","Jockie "MASTA BASS" Suama",5,11,14,17
"동방 어레인지","Alice Maestera feat. nomico","Alstroemeria Records",2,7,10,14
"FLOOR","EDEN of TRUTH","Braflare(kanone&かぼちゃ)",5,10,13,17
"BEMANI","Aurora(Latinized Style)","mommy",4,9,13,15
"BEMANI","朧 (kamome sano remix)","kamome sano feat. Kuroa*",4,10,14,15
"BEMANI","きゅん×きゅんばっきゅん☆LOVE","松下feat.Sota & wac",4,10,12,15
"FLOOR","JUGGLE","Ras",4,12,14,17
"FLOOR","水槽のクジラ","テヅカ feat. 大西あみみ",5,10,13,17
"BEMANI","starmine (nora2r Remix)","nora2r",6,11,14,16
"BEMANI","Second Heaven GravityPfArrange","cosMo＠暴走P",5,10,14,16
"BEMANI","零の位相","kradness",5,11,14,17
"FLOOR","Dharma","Massive New Krew",5,12,15,17
"FLOOR","Chocolate Planet","Freezer feat.妃苺",6,11,15,17
"동방 어레인지","Take to Lips","Sound CYCLONE feat.大瀬良あい&℃iel",2,7,12,15
"동방 어레인지","トラウマ催眠少女さとり！","DJ SHARPNEL feat. 一ノ瀬月琉",6,11,14,16
"FLOOR","Four Leaves","Endorfin.",5,10,13,17
"FLOOR","Heavenly Adventure","Soleily",5,9,14,17
"SDVX 오리지널","HEAVENLY SMILE","VALLEYSTONE feat. 紫崎 雪",5,9,13,17
"BEMANI","bass 2 bass [Tracy vs. Astronomical Remix]","Tracy vs. Astronomical",4,9,13,16
"동방 어레인지","LOVE EAST","暁Records",3,8,12,15
"FLOOR","いつかの夢、またねの約束。","TAKU1175 ft. 駄々子",4,10,14
"FLOOR","#Endroll","uno & D.watt (IOSYS TRAX)",5,11,18
"FLOOR","Quaint Echo","KLing(Aoi+Yunosuke)",6,12,18
"ひなビタ♪/バンめし♪","ヒミツダイヤル","ここなつ",3,7,15,17
"FLOOR","ゆうしゃのふゆやすみ","Verdammt",4,10,15
"동방 어레인지","シアワセうさぎ","あまね＋ビートまりお（COOL&CREATE）",2,8,13
"동방 어레인지","Lonly Ranunculus","Amateras Records feat.築山さえ",4,9,15
"BEMANI","JOMANDA","DJ YOSHITAKA",6,12,17
"SDVX 오리지널","極圏","cosMo VS dj TAKA",6,12,18,19
"동방 어레인지","アルティメットトゥルース -Phantasm-","ふりらい feat. あにょ",5,10,18
"동방 어레인지","東方妖々夢 ULTIMATE MEDLEY","uma vs. モリモリあつし",6,12,18
"동방 어레인지","Phantom dinning tonight!","Tomoya feat. 黒崎朔夜",4,10,16
"동방 어레인지","lost chain","まぁ言うてかぼちゃの色も橙だし多分大丈夫",4,9,13
"FLOOR","IKAROS DYNAMITE!!!!","BlackY",6,12,18
"FLOOR","Emperor's Divide","にゃそ",6,12,17
"FLOOR","cross the future","uma",5,12,17
"FLOOR","GEOMETRIA","Shiron",6,12,18
"BEMANI","絶対零度","かねこちはる",6,12,18
"FLOOR","↓↓↓","庭師",6,12,18
"BEMANI","ネコクマウササー","溝口ゆうま feat. みこ♡なち♡あい",5,11,15
"FLOOR","Prayer","ぺのれり",6,12,18
"ひなビタ♪/バンめし♪","バイナリスター","ここなつ",3,8,13,17
"동방 어레인지","そして紫の幻想曲は全てを受け入れる","黄泉路テヂーモ×dawn-system",5,11,17
"동방 어레인지","You Know-SDVX EDIT-","源屋 with Kuroa*",4,9,16
"SDVX 오리지널","FLügeL《Λrp:ΣggyØ》","かねこちはる",7,13,18,19
"ひなビタ♪/バンめし♪","イブの時代っ！","日向美ビタースイーツ♪",3,8,14
"BEMANI","Angelic Jelly","t+pazolite",6,12,16,18
"BEMANI","Grand Chariot","xi",5,11,16,17
"BEMANI","StrayedCatz","削除",3,8,15,17
"BEMANI","Sephirot","SHIKI",3,9,13,17
"BEMANI","ZEPHYRANTHES","TAG",6,10,13,17
"SDVX 오리지널","DIABLOSIS::Nāga","sky_delta",7,13,17,19
"BEMANI","Triple Counter","DJ YOSHITAKA meets dj TAKA",7,12,17,18
"SDVX 오리지널","NEO TREASON","lapix",5,12,16,18
"SDVX 오리지널","Lord=Crossight","ぺのれり",7,12,17,19
"FLOOR","eastward -sdvx edit-","ginkiha",4,10,16
"FLOOR","Voynich:Manuscript","かゆき",5,11,17
"SDVX 오리지널","Completeness Under Incompleteness","かめりあ as "Reverse of Riot"",5,12,16,18
"FLOOR","The End of War","たちのん as Project Mayhem",5,12,17
"SDVX 오리지널","Celestial stinger","Noah",6,12,16,18
"동방 어레인지","akasha-assembly","溝口ゆうま from セブンスヘブンAmmy's",5,12,17
"SDVX 오리지널","ウエンレラの氷華","Cororo",5,12,16,17
"동방 어레인지","Everything but the Girl","発熱巫女～ず",3,8,13
"SDVX 오리지널","Ok!! Hug Me","はるなば",6,12,16,18
"동방 어레인지","Death Blossom","REDALiCE feat. Ayumi Nomiya",5,10,15
"동방 어레인지","Never Let It End","FELT",3,9,13
"BEMANI","Laughin' Muffin","Gowrock",5,11,16
"동방 어레인지","Locus of Control","EastNewSound feat. 3L from NJK Record",3,9,13
"BEMANI","Lo-Fi-M","yaseta",5,12,16
"동방 어레인지","或る春の日","豚乙女",3,9,14
"동방 어레인지","ゲキツイムラサ","ビートまりお（COOL&CREATE）",5,11,17
"동방 어레인지","Solitude & Nightmare","猫大樹",4,10,16
"동방 어레인지","Discover the Life","A-One",4,11,16
"SDVX 오리지널","Get back here","Hommarju",6,11,16,17
"BEMANI","Time to Air -Fly High Remix-","xi",6,12,17
"BEMANI","Mermaid girl (Tropical Remix)","Hyuji feat. LIQU@。",4,10,15
"동방 어레인지","Ultimate Ascension","かめりあ",6,12,18
"동방 어레인지","鳥と桜と嘴と","マッカチン企画",3,8,13
"동방 어레인지","ハイスピヰド・ランパンシヰ","はがね",5,11,16
"동방 어레인지","Help me, ERINNNNNN!! -VENUS mix-","VENUS",5,12,16
"동방 어레인지","仙酌絶唱のファンタジア","博麗神社例大祭コラボユニット",5,10,15
"동방 어레인지","碧の疾風","君の美術館",4,9,13
"FLOOR","UROBØROS","溝口ゆうま feat. 大瀬良あい",5,11,17
"BEMANI","Critical Crystal(brz_remix)","brz",3,10,13
"동방 어레인지","Sweet little Lily","奏瀬いちこ (Silver Forest)",3,8,13
"BEMANI","雪月花 -さわわRemix-","さわわ",6,12,17
"동방 어레인지","Help me, ERINNNNNN!! -Cranky remix-","ビートまりお × Cranky",6,12,17
"BEMANI","Mind Mapping (hard liquid remix)","borzy",5,10,15
"FLOOR","Apex of the World","uma&hurirai feat.ましろ",5,11,17
"FLOOR","Endless GRAVITY","kanone",6,12,18
"동방 어레인지","crescent moon","FELT",4,9,13
"동방 어레인지","GRISAILLE","SOUND HOLIC feat. Nana Takahashi",5,10,16
"FLOOR","侍Annihilate!!","QURELESS",6,13,18
"동방 어레인지","CENSORED!!","t+pazolite",6,12,17
"SDVX 오리지널","Destroy","Yooh",6,12,16,17
"FLOOR","ブチアゲドクター☆ハイテッコ三姉妹","溝口ゆうま feat. みこ♡なち♡あい",5,11,15
"FLOOR","relegation grimoire","tsuzu",4,9,14
"동방 어레인지","恋繋エピローグ","Amateras Records feat.KUMI(ヲタみん)",5,10,15
"동방 어레인지","幻想郷DEMPASTICグリーティング","ARM(IOSYS) feat. 愛原千尋",5,11,16
"동방 어레인지","墨染 ft. ネコメアリ","Iceon(Frost Fragment)",3,9,13
"동방 어레인지","断罪は遍く人間の元に","Unlucky Morpheus",5,10,17
"동방 어레인지","弾幕注意報2014","東京アクティブNEETs",4,10,15
"동방 어레인지","Prominence","矢鴇つかさ feat. 佳織みちる",3,9,13
"BEMANI","アキネイション","ビートまりお（COOL&CREATE）",6,12,17
"BEMANI","The star in eclipse","しーけー",6,12,17
"BEMANI","Din Don Dan (Fusion Remix)","TAKU1175 feat.かなたん",5,11,16
"BEMANI","爆なな☆てすとロイヤー","ARM feat.ななひら",5,11,16
"ひなビタ♪/バンめし♪","カタルシスの月","日向美ビタースイーツ♪",4,11,16
"BEMANI","黒髪乱れし修羅となりて～凛 edition～","日向美ビタースイーツ♪",5,13,17
"ひなビタ♪/バンめし♪","虚空と光明のディスクール","日向美ビタースイーツ♪",3,7,13
"ひなビタ♪/バンめし♪","水月鏡花のコノテーション","日向美ビタースイーツ♪",4,10,15
"ひなビタ♪/バンめし♪","滅びに至るエランプシス","日向美ビタースイーツ♪",3,9,13
"동방 어레인지","Question.","Tracy feat.築山さえ",4,10,16
"동방 어레인지","人形裁判 -THIRD IMPACT-","激戦の人",5,11,17
"SDVX 오리지널","archive::zip","kamome sano",4,10,14,16
"SDVX 오리지널","Inixia","xi",5,11,16,17
"SDVX 오리지널","ERROR CODE","C-Show",5,12,13,16
"SDVX 오리지널","XROSS THE XOUL","BlackY vs. Yooh",6,12,16,18
"동방 어레인지","Phantom Ensemble (ゆんゆん Remix)","ゆんゆん",3,8,13
"SDVX 오리지널","Renegade Fruits","t+pazolite",6,12,16,18
"BEMANI","She is my wife","SUPER STAR 満-MITSURU-",5,11,16
"동방 어레인지","お嫁にしなさいっ！","ARM＋夕野ヨシミ (IOSYS)",4,9,15
"동방 어레인지","響縁","豚乙女",4,10,16
"FLOOR","Enigma","とろまる",6,12,17
"FLOOR","MG277","eicaTV vs kanone",6,12,18
"SDVX 오리지널","Never Fails","lapix",6,12,17
"FLOOR","Fox4-Raize-","Getty vs. DJ DiA",6,12,18
"FLOOR","Follow Up","あるふぁ",5,11,17
"FLOOR","REVOLVER","sky_delta",6,12,18
"FLOOR","KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side","FLOOR LEGENDS -KAC 2013-",5,13,18,19
"동방 어레인지","しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス)","uno(IOSYS) feat.miko",5,10,16
"동방 어레인지","チルノとまりおのパーフェクトさんすう教室","ビートまりお（COOL&CREATE）",5,12,17
"FLOOR","Demise Quartet","Shiron＋こふ×モリモリあつしと提供でお送りします。",6,12,18
"동방 어레인지","Help me, ERINNNNNN!! - SH Style -","SOUND HOLIC feat. Nana Takahashi",4,9,13,16
"동방 어레인지","JEHANNEDARC","BlackY",6,13,18
"동방 어레인지","ツインソウル～輪廻する旋律～","C-CLAYS feat.小峠舞",3,9,13
"BEMANI","伐折羅-vajra-","DJ TOTTO VS 兎々",7,13,18
"ひなビタ♪/バンめし♪","アナーキーインザ夕景","ここなつ Produced by ぬゆり",5,12,16
"ひなビタ♪/バンめし♪","「ここなつ☆」は夢のカタチ","ここなつ Produced by A than_Lily",4,11,16
"ひなビタ♪/バンめし♪","Finally Dive","ここなつ Produced by lapix",4,10,15
"ひなビタ♪/バンめし♪","モラトリアムノオト","東雲夏陽 Produced by シンゴ（マッカチン企画）＆アラ",3,9,13
"FLOOR","End to end","Noah",6,12,18
"FLOOR","EMPIRE OF FLAME","かめりあ",6,12,18
"FLOOR","Candy Colored Hearts","はるなば",6,13,17
"FLOOR","雲の彼方","Cororo",5,11,17
"FLOOR","NEO GRAVITY","lapix",6,12,18
"FLOOR","Lachryma《Re:Queen’M》","かねこちはる",8,13,18,20
"SDVX 오리지널","VOLTEXES","Sota Fujimori",4,10,15
"SDVX 오리지널","VOLTEXES II","Sota Fujimori",3,9,15
"SDVX 오리지널","VOLTEXES III","Sota Fujimori",5,11,16
"ひなビタ♪/バンめし♪","激アツ☆マジヤバ☆チアガール","日向美ビタースイーツ♪",5,9,13
"ひなビタ♪/バンめし♪","漆黒のスペシャルプリンセスサンデー","日向美ビタースイーツ♪",6,12,17
"ひなビタ♪/バンめし♪","地方創生☆チクワクティクス","日向美ビタースイーツ♪",4,10,15
"ひなビタ♪/バンめし♪","neko＊neko","日向美ビタースイーツ♪",3,7,13
"ひなビタ♪/バンめし♪","フラッター現象の顛末と単一指向性の感情論","日向美ビタースイーツ♪",5,10,15
"FLOOR","Aliquam","たちのん",5,11,17
"FLOOR","XHAOS JUDGE","BlackYooh vs. siromaru",6,12,18
"FLOOR","Stleq","ぬゆり",6,11,17
"FLOOR","Never Ending","syzfonics",4,11,15
"FLOOR","Nofram","unatra",4,11,17
"VOCALOID","冥天・ヘメロカリス","u-z",5,12,18
"ひなビタ♪/バンめし♪","コンフェイト＊コンチェルト","ここなつ Produced by U-ske",3,7,14
"ひなビタ♪/バンめし♪","千客万来☆無問題！","ここなつ Produced by uma",5,10,16
"ひなビタ♪/バンめし♪","ムラサキグルマ","ここなつ Produced by はるなば",5,11,18
"FLOOR","Asian Chip City","提供",4,10,16
"동방 어레인지","Angels And Demons","すのうまん",5,10,18
"FLOOR","Oriental Blossom","影翔鼓舞",5,10,16
"FLOOR","CUTIE☆EX-DREAM","BlackY",5,12,17
"FLOOR","君がいる場所へ","VALLEYSTONE feat. 紫崎 雪",4,9,13
"FLOOR","The setting sun","DJ YASETAKA",6,11,17
"FLOOR","Seraphim","Yooh",6,12,18
"FLOOR","twilight signal","XIzE",3,8,15
"FLOOR","ドゥンガドゥンガ狂詩曲","かねこちはる + はぁち + 飛鳥男",4,10,16
"FLOOR","Backflow","lapix",5,10,17
"FLOOR","Beyond the Sandstorm","JourneyCat",4,9,16
"FLOOR","Pieces of a Dream","uma vs. モリモリあつし",5,12,17
"FLOOR","Pet Peeve","Hirayasu Matsudo",4,12,17
"동방 어레인지","Utopia","溝口ゆうま feat. 大瀬良あい",4,9,16
"SDVX 오리지널","月光乱舞","P*Light",5,12,18,19
"FLOOR","continew","Verdammt",5,11,17
"FLOOR","ちぇいす いん ざ さんしゃいん！！！","ぺのれり",4,11,16
"FLOOR","FAKE STYLE II","FAKE TYPE.",4,10,15
"FLOOR","Blacksphere","s-don as Iriss",5,12,16
"FLOOR","Le ××××","Orange Vox+ ft.konomi*",4,9,15
"FLOOR","零れる夢のレミニセンス","borzy & 結月そら",4,8,13
"FLOOR","じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～","かめりあ feat. ななひら",6,12,17
"SDVX 오리지널","HAELE III ~Angel Worlds~","Yu_Asahina ft. Ritsuka",5,11,15,18
"BEMANI","ドーパミン","U1 overground",6,12,18
"FLOOR","crêpe suzette","kamome sano",5,10,16
"FLOOR","Shiawase Transmission","you",4,10,16
"동방 어레인지","双翼 - Black Wings - SDVX Edit. -","SOUND HOLIC feat. 709sec. & YURiCa",5,11,16
"동방 어레인지","Treasure","発熱巫女～ず",3,8,13
"동방 어레인지","三つ数えろ","豚乙女",3,10,16
"FLOOR","Lucky*Clover","Shiron＋こふ×モリモリあつしと提供でお送りします。",6,11,17
"SDVX 오리지널","マサカリブレイド","REDALiCE",6,12,18
"BEMANI","FLOWER","DJ YOSHITAKA 「jubeat」より",5,11,18,19
"ひなビタ♪/バンめし♪","ちくわパフェだよ☆ＣＫＰ","日向美ビタースイーツ♪",5,11,15
"ひなビタ♪/バンめし♪","都会征服Girls☆","日向美ビタースイーツ♪",3,8,14
"ひなビタ♪/バンめし♪","ホーンテッド★メイドランチ","日向美ビタースイーツ♪",5,12,17
"ひなビタ♪/バンめし♪","めうめうぺったんたん！！","日向美ビタースイーツ♪",3,9,15
"ひなビタ♪/バンめし♪","滅亡天使 † にこきゅっぴん","日向美ビタースイーツ♪",4,10,16
"FLOOR","Warriors Aboot","RoughSketch vs MAD CHILD",6,12,18
"VOCALOID","Vampire's Territory","u-z",5,11,17
"FLOOR","Sourire","とろまる",4,9,16
"FLOOR","ハナビラ:リンクス","かゆき＆yoa feat.もちこまめ",4,10,15
"FLOOR","Firestorm","ETIA.",6,12,18
"FLOOR","My name is TSUMABUKI","KO3",3,8,14
"FLOOR","ギャラクシィ・トラベラー","U-ske feat.ななひら",4,10,14
"동방 어레인지","Starlight Dance Floor","発熱巫女～ず",2,8,13
"FLOOR","6弦とピアノのためのエチュード op.4","ke-ji",4,10,16
"FLOOR","eternita","cosMo＠暴走P",5,11,16
"BEMANI","夏色DIARY -Summer Dazzlin' Vacation miX-","猫叉王子 feat. PHQUASE vs. MAD CHILD",5,11,17,16
"SDVX 오리지널","ΑΩ","BlackY",6,12,18,19
"FLOOR","veRtrageS","Riz vs. Shiron",6,13,18
"BEMANI","citrus","kamome sano",5,11,15
"SDVX 오리지널","Blastix Riotz","かめりあ as "Bang Riot"",6,13,18,19
"SDVX 오리지널","Preserved Valkyria","ぺのれり",6,12,18,19
"FLOOR","Witch in Sweetsland","COOKIE MONSTERS(winddrums+黒魔)",6,12,17
"FLOOR","Ops:Code-Rapture-","Getty vs. DJ DiA",6,14,18
"FLOOR","Cold Inflation","kanone vs. Yooh",4,10,16
"FLOOR","UnivEarth","Antinomic Paradox",6,12,18
"FLOOR","Le Fruit Défendu","モリモリあつし+Verdammt",5,11,16
"BEMANI","TOXIC VIBRATION","SOUND HOLIC Vs. T.Kakuta feat. YURiCa",6,12,17
"BEMANI","灼熱Beach Side Bunny","DJ Mass MAD Izm*",6,12,18
"BEMANI","リカーシブ・ファンクション","OSTER project",5,11,15
"동방 어레인지","Opium and Purple haze","D.watt(OTAKU-ELITE Recordings)",5,10,17,18
"동방 어레인지","シャ ビ ドゥ 素敵な恋の魔法","ARM feat. ちよこ(IOSYS)",4,10,15
"FLOOR","ネメシス SDVX Edit","Larca",5,11,17
"FLOOR","BOUNCE BOUNCE BOUNCE","ZYTOKINE feat. itori",3,8,13
"BEMANI","Sounds Of Summer","Hommarju",5,12,16
"FLOOR","Innocent Floor","P*Light",6,12,17
"BEMANI","In The Breeze","96 & Sota ft. Mayumi Morinaga",5,11,16
